UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection,WindSpeed,TimeSunRise,TimeSunSet
1577836800,01/01/2020 00:00,18:13:00,1.78,14.95,808.37,46.23,348,1.101,06:13:00,18:13:00
1577840400,01/01/2020 01:00,18:13:00,2.13,14.09,808.367,48.65,10.5,1.481,06:13:00,18:13:00
1577844000,01/01/2020 02:00,18:13:00,1.82,13.5,808.299,52.12,355.5,2.21,06:13:00,18:13:00
1577847600,01/01/2020 03:00,18:13:00,1.29,13.06,808.172,55.85,11.2,1.104,06:13:00,18:13:00
1577851200,01/01/2020 04:00,18:13:00,1.92,12.23,808.163,59.74,74.5,0.845,06:13:00,18:13:00
1577854800,01/01/2020 05:00,18:13:00,1.95,11.68,808.204,61.73,130.5,1.359,06:13:00,18:13:00
1577858400,01/01/2020 06:00,18:13:00,1.39,10.42,808.35,66.73,126.4,1.855,06:13:00,18:13:00
1577862000,01/01/2020 07:00,18:13:00,2.16,10.1,808.625,68.55,88,1.833,06:13:00,18:13:00
1577865600,01/01/2020 08:00,18:13:00,30.13,9.8,809.116,69.55,88.7,1.472,06:13:00,18:13:00
1577869200,01/01/2020 09:00,18:13:00,220.9,11.97,809.769,61.97,130.1,1.679,06:13:00,18:13:00
1577872800,01/01/2020 10:00,18:13:00,450.03,14.18,810.49,54.4,162.2,1.956,06:13:00,18:13:00
1577876400,01/01/2020 11:00,18:13:00,630.21,16.1,810.764,49.02,135.8,2.633,06:13:00,18:13:00
1577880000,01/01/2020 12:00,18:13:00,764.56,19.21,810.113,39.47,187.5,3.31,06:13:00,18:13:00
1577883600,01/01/2020 13:00,18:13:00,828.07,21.41,809.142,29.5,210.9,4.045,06:13:00,18:13:00
1577887200,01/01/2020 14:00,18:13:00,808.33,22.81,808.102,24.5,224.6,4.161,06:13:00,18:13:00
1577890800,01/01/2020 15:00,18:13:00,721.23,23.76,807.13,24.23,221.2,3.62,06:13:00,18:13:00
1577894400,01/01/2020 16:00,18:13:00,565.12,24.2,806.61,24.46,228.4,3.815,06:13:00,18:13:00
1577898000,01/01/2020 17:00,18:13:00,351.41,24.08,806.516,24.77,229.3,3.836,06:13:00,18:13:00
1577901600,01/01/2020 18:00,18:13:00,127.13,23.15,806.803,25.99,230.5,3.811,06:13:00,18:13:00
1577905200,01/01/2020 19:00,18:13:00,2.74,21.18,807.226,30.96,223.5,2.479,06:13:00,18:13:00
1577908800,01/01/2020 20:00,18:13:00,2.1,19.87,807.855,34.3,297.8,0.903,06:13:00,18:13:00
1577912400,01/01/2020 21:00,18:13:00,2.2,19.32,808.527,35.56,327.6,1.394,06:13:00,18:13:00
1577916000,01/01/2020 22:00,18:13:00,1.75,18.31,808.91,38.18,358.9,1.084,06:13:00,18:13:00
1577919600,01/01/2020 23:00,18:13:00,1.77,16.61,809.037,42.4,52,1.857,06:13:00,18:13:00
1577923200,01/02/2020 00:00,18:13:00,1.66,15.56,809.008,44.99,111.8,1.332,06:13:00,18:13:00
1577926800,01/02/2020 01:00,18:13:00,2.08,14.94,808.812,45.91,82.1,0.807,06:13:00,18:13:00
1577930400,01/02/2020 02:00,18:13:00,1.89,14.02,808.729,46.84,98.8,0.759,06:13:00,18:13:00
1577934000,01/02/2020 03:00,18:13:00,2.02,11.92,808.512,52.65,34.4,1.657,06:13:00,18:13:00
1577937600,01/02/2020 04:00,18:13:00,1.44,11.82,808.436,53.78,31,1.258,06:13:00,18:13:00
1577941200,01/02/2020 05:00,18:13:00,1.48,11.57,808.593,54.74,81.4,1.172,06:13:00,18:13:00
1577944800,01/02/2020 06:00,18:13:00,2.01,10.91,808.732,56.73,352.7,1.187,06:13:00,18:13:00
1577948400,01/02/2020 07:00,18:13:00,1.69,9.98,809.187,60.3,358.7,1.538,06:13:00,18:13:00
1577952000,01/02/2020 08:00,18:13:00,31.07,9.87,809.687,60.62,31.8,1.424,06:13:00,18:13:00
1577955600,01/02/2020 09:00,18:13:00,225.32,12.01,810.403,54.01,2.4,1.215,06:13:00,18:13:00
1577959200,01/02/2020 10:00,18:13:00,453.02,15.78,811.239,43.61,185.6,1.343,06:13:00,18:13:00
1577962800,01/02/2020 11:00,18:13:00,644.17,18.22,811.536,38.56,184.5,1.696,06:13:00,18:13:00
1577966400,01/02/2020 12:00,18:13:00,761.32,20.74,811.086,33.53,185.5,2.195,06:13:00,18:13:00
1577970000,01/02/2020 13:00,18:13:00,817.16,23.01,810.04,27.17,174.9,2.441,06:13:00,18:13:00
1577973600,01/02/2020 14:00,18:13:00,801.06,24.38,808.908,22.32,333.1,2.458,06:13:00,18:13:00
1577977200,01/02/2020 15:00,18:13:00,716.23,24.98,808.173,19.15,119.7,3.12,06:13:00,18:13:00
1577980800,01/02/2020 16:00,18:13:00,571.66,25.05,807.894,17.95,89.5,2.901,06:13:00,18:13:00
1577984400,01/02/2020 17:00,18:13:00,352.98,25.15,807.841,20.46,107.1,3.391,06:13:00,18:13:00
1577988000,01/02/2020 18:00,18:13:00,121.96,21.52,808.372,32.88,78.8,6.76,06:13:00,18:13:00
1577991600,01/02/2020 19:00,18:13:00,4.2,17.56,809.175,45.48,70.2,6.777,06:13:00,18:13:00
1577995200,01/02/2020 20:00,18:13:00,0.38,14.75,810.729,56.56,55.6,4.771,06:13:00,18:13:00
1577998800,01/02/2020 21:00,18:13:00,0.68,12.64,811.715,69.1,64.2,6.202,06:13:00,18:13:00
1578002400,01/02/2020 22:00,18:13:00,1.07,11.63,812.264,74.22,68.9,5.371,06:13:00,18:13:00
1578006000,01/02/2020 23:00,18:13:00,1.18,11.03,812.856,77.48,81.9,2.763,06:13:00,18:13:00
1578009600,01/03/2020 00:00,18:13:00,1.17,10.67,813.297,79.57,71,2.315,06:13:00,18:13:00
1578013200,01/03/2020 01:00,18:13:00,1.14,10.39,813.195,80.85,74.2,2.913,06:13:00,18:13:00
1578016800,01/03/2020 02:00,18:13:00,1.19,10.21,812.963,79.98,61.5,2.813,06:13:00,18:13:00
1578020400,01/03/2020 03:00,18:13:00,1.2,10.06,812.493,78.58,68.7,2.328,06:13:00,18:13:00
1578024000,01/03/2020 04:00,18:13:00,0.67,10.04,812.263,77.5,76.4,2.529,06:13:00,18:13:00
1578027600,01/03/2020 05:00,18:13:00,0.27,9.93,812.219,76.33,74.8,2.999,06:13:00,18:13:00
1578031200,01/03/2020 06:00,18:13:00,0.9,9.54,812.434,76.81,76.3,2.801,06:13:00,18:13:00
1578034800,01/03/2020 07:00,18:13:00,1.27,9.29,812.847,75.87,80.6,3.424,06:13:00,18:13:00
1578038400,01/03/2020 08:00,18:13:00,18.37,9.05,813.42,75.89,90.1,3.276,06:13:00,18:13:00
1578042000,01/03/2020 09:00,18:13:00,145.44,9.76,814.01,73.19,77.7,4.442,06:13:00,18:13:00
1578045600,01/03/2020 10:00,18:13:00,245.45,10.48,814.726,70.51,64.2,4.176,06:13:00,18:13:00
1578049200,01/03/2020 11:00,18:13:00,419.66,11.49,814.89,66.49,57.3,3.653,06:13:00,18:13:00
1578052800,01/03/2020 12:00,18:13:00,760.68,13.56,814.478,59.32,44.5,2.749,06:13:00,18:13:00
1578056400,01/03/2020 13:00,18:13:00,803.29,15.47,813.445,53.98,44.4,1.759,06:13:00,18:13:00
1578060000,01/03/2020 14:00,18:13:00,787.92,18.15,812.11,47.53,269.1,1.48,06:13:00,18:13:00
1578063600,01/03/2020 15:00,18:13:00,700.23,20.19,811.154,42.65,215.8,1.569,06:13:00,18:13:00
1578067200,01/03/2020 16:00,18:13:00,549.12,21.2,810.513,39.86,185.6,1.847,06:13:00,18:13:00
1578070800,01/03/2020 17:00,18:13:00,342.11,22.05,810.332,37.53,182,1.752,06:13:00,18:13:00
1578074400,01/03/2020 18:00,18:13:00,119.76,21.41,810.397,39.07,177.5,1.589,06:13:00,18:13:00
1578078000,01/03/2020 19:00,18:13:00,2.86,19.99,810.674,42.4,172,1.274,06:13:00,18:13:00
1578081600,01/03/2020 20:00,18:13:00,1.16,17.4,811.302,47.91,54.5,2.634,06:13:00,18:13:00
1578085200,01/03/2020 21:00,18:13:00,1.47,15.91,811.988,51.36,45.7,2.152,06:13:00,18:13:00
1578088800,01/03/2020 22:00,18:13:00,1.43,14.82,812.447,53.4,35.1,2.696,06:13:00,18:13:00
1578092400,01/03/2020 23:00,18:13:00,1.37,13.75,812.726,56.28,36,2.084,06:13:00,18:13:00
1578096000,01/04/2020 00:00,18:13:00,1.12,11.84,812.945,61.86,2,2.28,06:13:00,18:13:00
1578099600,01/04/2020 01:00,18:13:00,0.82,10.67,812.834,65.51,354.7,2.748,06:13:00,18:13:00
1578103200,01/04/2020 02:00,18:13:00,1.39,9.81,812.64,68.01,357.8,3.296,06:13:00,18:13:00
1578106800,01/04/2020 03:00,18:13:00,1.34,9.79,812.212,67.77,3.8,3.317,06:13:00,18:13:00
1578110400,01/04/2020 04:00,18:13:00,1.29,9.25,811.881,69.53,5.9,2.801,06:13:00,18:13:00
1578114000,01/04/2020 05:00,18:13:00,1.46,8.82,811.833,71.29,15.9,2.431,06:13:00,18:13:00
1578117600,01/04/2020 06:00,18:13:00,1.26,8.54,811.901,72.47,9.6,1.994,06:13:00,18:13:00
1578121200,01/04/2020 07:00,18:13:00,1.19,8.01,812.104,75,4.7,2.25,06:13:00,18:13:00
1578124800,01/04/2020 08:00,18:13:00,26.06,7.9,812.49,75.28,13.2,1.45,06:13:00,18:13:00
1578128400,01/04/2020 09:00,18:13:00,205.54,10.24,812.932,66.61,341.3,0.946,06:13:00,18:13:00
1578132000,01/04/2020 10:00,18:13:00,426.8,13.74,813.243,55.62,327.6,1.061,06:13:00,18:13:00
1578135600,01/04/2020 11:00,18:13:00,625.83,17.2,812.99,47.64,190,1.488,06:13:00,18:13:00
1578139200,01/04/2020 12:00,18:13:00,759,19.41,812.248,43.07,183.3,2.071,06:13:00,18:13:00
1578142800,01/04/2020 13:00,18:13:00,822.13,21.55,811.086,35.9,178.8,2.082,06:13:00,18:13:00
1578146400,01/04/2020 14:00,18:13:00,814.59,23.22,809.582,26.44,170.3,2.363,06:13:00,18:13:00
1578150000,01/04/2020 15:00,18:13:00,725.56,24.39,808.515,21.6,176.9,2.578,06:13:00,18:13:00
1578153600,01/04/2020 16:00,18:13:00,571.85,25.16,807.831,19.93,180,2.618,06:13:00,18:13:00
1578157200,01/04/2020 17:00,18:13:00,353.75,25.3,807.663,17.79,178.5,2.393,06:13:00,18:13:00
1578160800,01/04/2020 18:00,18:13:00,131.1,24.94,807.627,18.99,198.3,2.337,06:13:00,18:13:00
1578164400,01/04/2020 19:00,18:13:00,4.32,22.75,807.791,20.94,263.7,1.764,06:13:00,18:13:00
1578168000,01/04/2020 20:00,18:13:00,1.98,20.7,808.189,23.31,345.7,1.46,06:13:00,18:13:00
1578171600,01/04/2020 21:00,18:13:00,2.23,20.32,808.764,24.19,23.5,1.305,06:13:00,18:13:00
1578175200,01/04/2020 22:00,18:13:00,1.54,17.64,809.318,33.17,27.4,2.813,06:13:00,18:13:00
1578178800,01/04/2020 23:00,18:13:00,1.53,16.8,809.601,39.93,35,2.642,06:13:00,18:13:00
1578182400,01/05/2020 00:00,18:13:00,1.33,14.83,809.766,46.72,358.2,2.394,06:13:00,18:13:00
1578186000,01/05/2020 01:00,18:13:00,1.86,13.79,809.582,48.56,9.2,3.062,06:13:00,18:13:00
1578189600,01/05/2020 02:00,18:13:00,0.59,12.48,809.321,51.78,6.6,2.803,06:13:00,18:13:00
1578193200,01/05/2020 03:00,18:13:00,1.81,11.87,808.981,53.39,8.6,2.629,06:13:00,18:13:00
1578196800,01/05/2020 04:00,18:13:00,1.4,11.26,808.535,54.62,12.9,2.849,06:13:00,18:13:00
1578200400,01/05/2020 05:00,18:13:00,0.96,10.39,808.125,58,6.5,3.174,06:13:00,18:13:00
1578204000,01/05/2020 06:00,18:13:00,1.42,9.8,808.077,59.51,6.9,2.936,06:13:00,18:13:00
1578207600,01/05/2020 07:00,18:13:00,1.23,9.08,808.325,61.78,7.2,2.969,06:13:00,18:13:00
1578211200,01/05/2020 08:00,18:13:00,26.94,8.86,808.524,62.48,4.8,3.677,06:13:00,18:13:00
1578214800,01/05/2020 09:00,18:13:00,207.86,11.61,808.989,54.24,31.2,1.527,06:13:00,18:13:00
1578218400,01/05/2020 10:00,18:13:00,434.47,15.39,809.499,45.5,165.4,1.645,06:13:00,18:13:00
1578222000,01/05/2020 11:00,18:13:00,619.18,17.66,809.497,42.57,168.8,3.008,06:13:00,18:13:00
1578225600,01/05/2020 12:00,18:13:00,751.13,21.29,808.859,36.85,194.1,3.48,06:13:00,18:13:00
1578229200,01/05/2020 13:00,18:13:00,815.86,23.09,807.914,32,213.5,4.139,06:13:00,18:13:00
1578232800,01/05/2020 14:00,18:13:00,796.14,24.28,806.745,27.8,206.2,3.976,06:13:00,18:13:00
1578236400,01/05/2020 15:00,18:13:00,714.54,25.17,805.725,23.77,223.4,4.01,06:13:00,18:13:00
1578240000,01/05/2020 16:00,18:13:00,588.73,25.55,805.025,19.9,227.5,4.644,06:13:00,18:13:00
1578243600,01/05/2020 17:00,18:13:00,342.54,25.3,804.857,19.08,232.9,4.704,06:13:00,18:13:00
1578247200,01/05/2020 18:00,18:13:00,132.05,24.42,804.916,25.33,256.1,3.469,06:13:00,18:13:00
1578250800,01/05/2020 19:00,18:13:00,3.13,22.46,805.102,29.19,256.9,2.155,06:13:00,18:13:00
1578254400,01/05/2020 20:00,18:13:00,1.68,20.52,805.553,32.47,324.4,1.673,06:13:00,18:13:00
1578258000,01/05/2020 21:00,18:13:00,1.77,18.96,805.971,36.38,5.7,2.434,06:13:00,18:13:00
1578261600,01/05/2020 22:00,18:13:00,1.72,18.32,806.641,38.86,315.3,1.126,06:13:00,18:13:00
1578265200,01/05/2020 23:00,18:13:00,1.98,17.91,806.89,40.28,92.2,0.857,06:13:00,18:13:00
1578268800,01/06/2020 00:00,18:13:00,2.12,16.75,806.955,44.56,134.8,1.938,06:13:00,18:13:00
1578272400,01/06/2020 01:00,18:13:00,1.9,16.05,806.92,47.33,149.3,1.333,06:13:00,18:13:00
1578276000,01/06/2020 02:00,18:13:00,2.09,15.56,806.654,49.67,143.1,1.551,06:13:00,18:13:00
1578279600,01/06/2020 03:00,18:13:00,1.87,14.91,806.292,51.06,148.8,1.397,06:13:00,18:13:00
1578283200,01/06/2020 04:00,18:13:00,2.02,14.19,806.108,52.58,201.6,0.911,06:13:00,18:13:00
1578286800,01/06/2020 05:00,18:13:00,1.99,13.62,806.137,53,45.7,0.811,06:13:00,18:13:00
1578290400,01/06/2020 06:00,18:13:00,2.12,13.71,806.307,53.02,103.8,0.916,06:13:00,18:13:00
1578294000,01/06/2020 07:00,18:13:00,1.63,12.23,806.591,59.37,54.6,1.247,06:13:00,18:13:00
1578297600,01/06/2020 08:00,18:13:00,28.65,10.79,806.906,62.6,13.6,1.812,06:13:00,18:13:00
1578301200,01/06/2020 09:00,18:13:00,214.44,13.63,807.62,54.19,17.8,1.28,06:13:00,18:13:00
1578304800,01/06/2020 10:00,18:13:00,442.22,17.55,808.207,46.7,170,1.529,06:13:00,18:13:00
1578308400,01/06/2020 11:00,18:13:00,628.05,19.56,808.382,41.89,167.6,2.222,06:13:00,18:13:00
1578312000,01/06/2020 12:00,18:13:00,748.5,21.67,808.011,36.89,182.8,3.093,06:13:00,18:13:00
1578315600,01/06/2020 13:00,18:13:00,826.83,24.03,807.092,24.1,232.7,4.711,06:13:00,18:13:00
1578319200,01/06/2020 14:00,18:13:00,817.81,24.88,805.903,20.73,232.3,4.596,06:13:00,18:13:00
1578322800,01/06/2020 15:00,18:13:00,730.32,25.61,805.15,19.83,227.7,3.816,06:13:00,18:13:00
1578326400,01/06/2020 16:00,18:13:00,574.99,25.98,804.807,18.48,226.4,3.914,06:13:00,18:13:00
1578330000,01/06/2020 17:00,18:13:00,370.43,25.7,804.679,17.03,223.4,4.566,06:13:00,18:13:00
1578333600,01/06/2020 18:00,18:13:00,144.32,24.86,804.844,18.49,248.5,3.592,06:13:00,18:13:00
1578337200,01/06/2020 19:00,18:13:00,4.18,22.66,805.228,21.27,236.7,1.885,06:13:00,18:13:00
1578340800,01/06/2020 20:00,18:13:00,2.28,20.53,805.769,24.46,337.2,1.07,06:13:00,18:13:00
1578344400,01/06/2020 21:00,18:13:00,1.68,19.08,806.571,28.98,44,2.514,06:13:00,18:13:00
1578348000,01/06/2020 22:00,18:13:00,1.65,17.48,807.24,39.28,15.6,2.361,06:13:00,18:13:00
1578351600,01/06/2020 23:00,18:13:00,1.59,16.38,808.005,46.57,65.4,1.799,06:13:00,18:13:00
1578355200,01/07/2020 00:00,18:13:00,1.92,15.28,808.54,49.94,19,1.483,06:13:00,18:13:00
1578358800,01/07/2020 01:00,18:13:00,1.33,14.4,808.59,53.88,5.7,2.167,06:13:00,18:13:00
1578362400,01/07/2020 02:00,18:13:00,1.69,13.65,808.434,55.81,1.4,2.33,06:13:00,18:13:00
1578366000,01/07/2020 03:00,18:13:00,1.47,12.36,808.463,58.74,336.4,1.66,06:13:00,18:13:00
1578369600,01/07/2020 04:00,18:13:00,0.98,11.81,808.241,60.02,354.4,2.358,06:13:00,18:13:00
1578373200,01/07/2020 05:00,18:13:00,1.03,10.16,808.245,67.35,346.6,3.119,06:13:00,18:13:00
1578376800,01/07/2020 06:00,18:13:00,1.49,9.81,808.444,68.75,352.3,2.894,06:13:00,18:13:00
1578380400,01/07/2020 07:00,18:13:00,1.02,9.24,808.839,70.89,350.4,2.717,06:13:00,18:13:00
1578384000,01/07/2020 08:00,18:13:00,24.1,9.12,809.44,72.47,2.8,2.718,06:13:00,18:13:00
1578387600,01/07/2020 09:00,18:13:00,201.73,10.57,810.265,66.15,344.2,2.648,06:13:00,18:13:00
1578391200,01/07/2020 10:00,18:13:00,419.99,14.65,810.741,55.04,78.7,1.833,06:13:00,18:13:00
1578394800,01/07/2020 11:00,18:13:00,616.78,17.24,810.751,47.71,188.3,1.64,06:13:00,18:13:00
1578398400,01/07/2020 12:00,18:13:00,746.5,19.47,810.386,43.06,202.6,1.632,06:13:00,18:13:00
1578402000,01/07/2020 13:00,18:13:00,812.76,21.22,809.506,36.4,198.7,1.741,06:13:00,18:13:00
1578405600,01/07/2020 14:00,18:13:00,800.35,23.32,808.154,26.58,237.7,1.754,06:13:00,18:13:00
1578409200,01/07/2020 15:00,18:13:00,721.63,24.39,807.005,23.79,171.5,3.131,06:13:00,18:13:00
1578412800,01/07/2020 16:00,18:13:00,605.1,25,806.433,21.43,178,3.21,06:13:00,18:13:00
1578416400,01/07/2020 17:00,18:13:00,377.52,25.31,806.358,17.79,217,3.332,06:13:00,18:13:00
1578420000,01/07/2020 18:00,18:13:00,139.02,24.62,806.648,16.96,236,3.353,06:13:00,18:13:00
1578423600,01/07/2020 19:00,18:13:00,1.47,21.74,806.955,20.78,284.7,1.807,06:13:00,18:13:00
1578427200,01/07/2020 20:00,18:13:00,2.17,19.75,807.591,24.31,321.2,1.363,06:13:00,18:13:00
1578430800,01/07/2020 21:00,18:13:00,2.2,18.58,808.654,31.58,83.6,2.097,06:13:00,18:13:00
1578434400,01/07/2020 22:00,18:13:00,1.63,17.51,809.082,41.39,311.6,1.375,06:13:00,18:13:00
1578438000,01/07/2020 23:00,18:13:00,1.71,16.48,809.45,46.76,346,1.189,06:13:00,18:13:00
1578441600,01/08/2020 00:00,18:13:00,1.42,15.22,809.403,52.4,350.6,1.817,06:13:00,18:13:00
1578445200,01/08/2020 01:00,18:13:00,1.22,13.91,809.225,58.47,5,2.781,06:13:00,18:13:00
1578448800,01/08/2020 02:00,18:13:00,1.85,13.64,809.138,61.8,14.1,2.821,06:13:00,18:13:00
1578452400,01/08/2020 03:00,18:13:00,0.72,12.38,809.028,65.85,7.8,3.264,06:13:00,18:13:00
1578456000,01/08/2020 04:00,18:13:00,1.72,12.13,808.803,66.8,11.4,2.289,06:13:00,18:13:00
1578459600,01/08/2020 05:00,18:13:00,1.8,11.94,809.09,67.52,52.9,1.125,06:13:00,18:13:00
1578463200,01/08/2020 06:00,18:13:00,1.13,11.36,809.62,70.31,48.2,0.797,06:13:00,18:13:00
1578466800,01/08/2020 07:00,18:13:00,1.78,11.03,810.356,71.59,352.7,1.633,06:13:00,18:13:00
1578470400,01/08/2020 08:00,18:13:00,21.99,10.78,810.972,71.97,15.5,2.083,06:13:00,18:13:00
1578474000,01/08/2020 09:00,18:13:00,190.43,12.68,811.756,64.89,37.8,1.326,06:13:00,18:13:00
1578477600,01/08/2020 10:00,18:13:00,408.73,15.41,812.355,57.1,170.5,1.821,06:13:00,18:13:00
1578481200,01/08/2020 11:00,18:13:00,595.09,17.8,812.604,51.41,174.1,2.118,06:13:00,18:13:00
1578484800,01/08/2020 12:00,18:13:00,732.81,19.85,812.074,46.14,219.1,2.878,06:13:00,18:13:00
1578488400,01/08/2020 13:00,18:13:00,774.15,22.04,811.047,37.76,205.4,2.755,06:13:00,18:13:00
1578492000,01/08/2020 14:00,18:13:00,808.61,23.54,810.091,30.11,210.2,3.582,06:13:00,18:13:00
1578495600,01/08/2020 15:00,18:13:00,724.26,24.16,809.281,23.68,235.9,3.861,06:13:00,18:13:00
1578499200,01/08/2020 16:00,18:13:00,551.42,24.18,808.888,23.44,221.8,3.081,06:13:00,18:13:00
1578502800,01/08/2020 17:00,18:13:00,377.39,24.24,808.817,22.27,272.3,3.354,06:13:00,18:13:00
1578506400,01/08/2020 18:00,18:13:00,133.56,23.22,809.141,20.73,282.1,2.967,06:13:00,18:13:00
1578510000,01/08/2020 19:00,18:13:00,5.92,21.15,809.596,23.19,286.8,1.906,06:13:00,18:13:00
1578513600,01/08/2020 20:00,18:13:00,2.12,19.37,810.335,24.95,343.2,1.413,06:13:00,18:13:00
1578517200,01/08/2020 21:00,18:13:00,2.46,18.8,811.075,27.94,5.7,1.961,06:13:00,18:13:00
1578520800,01/08/2020 22:00,18:13:00,1.83,17.43,811.906,33.69,94.6,2.116,06:13:00,18:13:00
1578524400,01/08/2020 23:00,18:13:00,1.03,15.9,812.421,42.53,9.1,2.933,06:13:00,18:13:00
1578528000,01/09/2020 00:00,18:13:00,1.2,12.65,811.147,48.86,0.5,2.784,06:13:00,18:13:00
1578531600,01/09/2020 01:00,18:13:00,1.5,12.15,811.09,51.67,9.1,2.892,06:13:00,18:13:00
1578535200,01/09/2020 02:00,18:13:00,1.3,11.77,810.609,54.38,13.3,3.049,06:13:00,18:13:00
1578538800,01/09/2020 03:00,18:13:00,0.8,10.09,809.879,58.98,358.6,3.437,06:13:00,18:13:00
1578542400,01/09/2020 04:00,18:13:00,1.2,9.55,809.691,60.59,358.2,3.26,06:13:00,18:13:00
1578546000,01/09/2020 05:00,18:13:00,2,9.67,809.826,60.05,16.4,3.361,06:13:00,18:13:00
1578549600,01/09/2020 06:00,18:13:00,0.8,9.07,810.049,62.92,19.2,2.83,06:13:00,18:13:00
1578553200,01/09/2020 07:00,18:13:00,1.7,8.57,810.465,64.94,27.3,2.024,06:13:00,18:13:00
1578556800,01/09/2020 08:00,18:13:00,20.4,7.85,810.882,66.95,7.4,2.293,06:13:00,18:13:00
1578560400,01/09/2020 09:00,18:13:00,181.8,10.02,811.511,59.03,357.7,1.884,06:13:00,18:13:00
1578564000,01/09/2020 10:00,18:13:00,402,14.1,811.801,47.31,177.7,1.212,06:13:00,18:13:00
1578567600,01/09/2020 11:00,18:13:00,593.6,15.86,811.792,42.93,176,1.92,06:13:00,18:13:00
1578571200,01/09/2020 12:00,18:13:00,722.6,18.13,811.401,37.5,168.6,2.171,06:13:00,18:13:00
1578574800,01/09/2020 13:00,18:13:00,781,20.66,810.189,32.87,179.1,2.601,06:13:00,18:13:00
1578578400,01/09/2020 14:00,18:13:00,773.1,22.53,809.023,28.83,181.8,2.509,06:13:00,18:13:00
1578582000,01/09/2020 15:00,18:13:00,695.3,23.21,808.023,26.96,181.4,3.285,06:13:00,18:13:00
1578585600,01/09/2020 16:00,18:13:00,539.7,24.1,807.582,25.03,208.8,3.529,06:13:00,18:13:00
1578589200,01/09/2020 17:00,18:13:00,306.8,23.89,807.511,23.71,228.3,3.694,06:13:00,18:13:00
1578592800,01/09/2020 18:00,18:13:00,132.2,22.77,807.409,24.97,213.7,3.146,06:13:00,18:13:00
1578596400,01/09/2020 19:00,18:13:00,4.5,20.85,807.548,29.18,215.4,1.59,06:13:00,18:13:00
1578600000,01/09/2020 20:00,18:13:00,2.1,19.6,807.828,32.36,24.2,0.702,06:13:00,18:13:00
1578603600,01/09/2020 21:00,18:13:00,2.2,18.23,808.085,35.1,41.6,1.496,06:13:00,18:13:00
1578607200,01/09/2020 22:00,18:13:00,1.1,16.44,808.212,39.13,13.8,2.659,06:13:00,18:13:00
1578610800,01/09/2020 23:00,18:13:00,2,15.38,809.043,41.7,52.9,2.012,06:13:00,18:13:00
1578614400,01/10/2020 00:00,18:13:00,1.2,14.18,809.082,45.39,21.3,1.715,06:13:00,18:13:00
1578618000,01/10/2020 01:00,18:13:00,1.3,13.06,808.938,47.87,3.1,2.542,06:13:00,18:13:00
1578621600,01/10/2020 02:00,18:13:00,2.2,13.54,808.985,47.01,16.7,2.122,06:13:00,18:13:00
1578625200,01/10/2020 03:00,18:13:00,1.3,12.05,808.94,52.48,332.4,1.607,06:13:00,18:13:00
1578628800,01/10/2020 04:00,18:13:00,1.3,12.63,808.807,54.47,220.8,0.508,06:13:00,18:13:00
1578632400,01/10/2020 05:00,18:13:00,2,12.12,808.778,57.53,95.7,0.869,06:13:00,18:13:00
1578636000,01/10/2020 06:00,18:13:00,1.5,11.5,808.848,60.28,127.2,0.793,06:13:00,18:13:00
1578639600,01/10/2020 07:00,18:13:00,1.8,10.88,809.397,62.23,180.3,0.683,06:13:00,18:13:00
1578643200,01/10/2020 08:00,18:13:00,19.4,12.05,809.971,60.06,131.1,1.179,06:13:00,18:13:00
1578646800,01/10/2020 09:00,18:13:00,179.4,13.16,810.549,56.69,157.9,1.013,06:13:00,18:13:00
1578650400,01/10/2020 10:00,18:13:00,405.6,14.9,811.244,51.96,170.9,1.626,06:13:00,18:13:00
1578654000,01/10/2020 11:00,18:13:00,595.6,16.61,811.217,48.7,165.2,2.175,06:13:00,18:13:00
1578657600,01/10/2020 12:00,18:13:00,734.5,19,810.511,43.3,227.9,4.751,06:13:00,18:13:00
1578661200,01/10/2020 13:00,18:13:00,828,20.49,809.498,37.54,220.3,4.882,06:13:00,18:13:00
1578664800,01/10/2020 14:00,18:13:00,776.7,21.19,808.439,34.69,211.8,5.051,06:13:00,18:13:00
1578668400,01/10/2020 15:00,18:13:00,716.2,22.06,807.621,31.65,228.6,5.036,06:13:00,18:13:00
1578672000,01/10/2020 16:00,18:13:00,548.4,22.68,807.135,30.36,245.6,4.963,06:13:00,18:13:00
1578675600,01/10/2020 17:00,18:13:00,330.1,22.51,807.015,29.79,243.2,4.855,06:13:00,18:13:00
1578679200,01/10/2020 18:00,18:13:00,138.2,22.14,807.157,25.13,258.2,4.976,06:13:00,18:13:00
1578682800,01/10/2020 19:00,18:13:00,4.5,20.38,807.494,26.88,272,2.54,06:13:00,18:13:00
1578686400,01/10/2020 20:00,18:13:00,2,18.83,807.999,29.62,302,1.28,06:13:00,18:13:00
1578690000,01/10/2020 21:00,18:13:00,2.2,18.2,808.634,28.65,253.8,1.066,06:13:00,18:13:00
1578693600,01/10/2020 22:00,18:13:00,1.6,16.53,809.022,32.82,166.8,1.716,06:13:00,18:13:00
1578697200,01/10/2020 23:00,18:13:00,2.2,15.82,809.263,32.97,152,1.536,06:13:00,18:13:00
1578700800,01/11/2020 00:00,18:13:00,1.7,15.14,809.403,33.44,17.5,1.228,06:13:00,18:13:00
