UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection,WindSpeed,TimeSunRise,TimeSunSet
1582686000,02/26/2020 03:00,18:13:00,1.5,16.57,806.406,45.5,128.2,1.503,06:13:00,18:13:00
1582689600,02/26/2020 04:00,18:13:00,1.8,15.84,806.47,46.39,127.1,1.378,06:13:00,18:13:00
1582693200,02/26/2020 05:00,18:13:00,1.4,14.4,806.661,49.95,26.7,1.918,06:13:00,18:13:00
1582696800,02/26/2020 06:00,18:13:00,1.1,14.48,807.123,49.27,39.4,2.056,06:13:00,18:13:00
1582700400,02/26/2020 07:00,18:13:00,0.2,14.29,807.788,68.04,84.8,2.951,06:13:00,18:13:00
1582704000,02/26/2020 08:00,18:13:00,48.5,13.72,808.623,74.43,135.7,2.206,06:13:00,18:13:00
1582707600,02/26/2020 09:00,18:13:00,285.3,15.08,809.26,67.45,88.9,3.339,06:13:00,18:13:00
1582711200,02/26/2020 10:00,18:13:00,523.9,16.13,809.615,63.8,91.5,6.676,06:13:00,18:13:00
1582714800,02/26/2020 11:00,18:13:00,727.8,16.69,810.062,61.77,89.6,7.065,06:13:00,18:13:00
1582718400,02/26/2020 12:00,18:13:00,895.1,15.54,809.934,62.08,71.1,8.001,06:13:00,18:13:00
1582722000,02/26/2020 13:00,18:13:00,952.2,16.69,809.277,54.14,73.6,6.819,06:13:00,18:13:00
1582725600,02/26/2020 14:00,18:13:00,952.4,17.97,808.598,47.97,66.6,5.864,06:13:00,18:13:00
1582729200,02/26/2020 15:00,18:13:00,879.9,18.78,807.893,43.91,77.8,5.6,06:13:00,18:13:00
1582732800,02/26/2020 16:00,18:13:00,730.1,19.4,807.22,40.92,87.6,4.841,06:13:00,18:13:00
1582736400,02/26/2020 17:00,18:13:00,517.4,18.63,806.987,41.72,86.5,5.913,06:13:00,18:13:00
1582740000,02/26/2020 18:00,18:13:00,258.6,17.2,807.16,44.5,85.2,5.386,06:13:00,18:13:00
1582743600,02/26/2020 19:00,18:13:00,41.7,14.86,807.734,49.92,100.2,2.45,06:13:00,18:13:00
1582747200,02/26/2020 20:00,18:13:00,0.3,11.51,808.66,59.24,18.1,2.044,06:13:00,18:13:00
1582750800,02/26/2020 21:00,18:13:00,0.2,8.88,809.905,66.91,36.6,3.563,06:13:00,18:13:00
1582754400,02/26/2020 22:00,18:13:00,0.5,6.99,810.958,72.95,38.1,4.466,06:13:00,18:13:00
1582758000,02/26/2020 23:00,18:13:00,0.5,5.45,811.544,78.3,39.9,4.061,06:13:00,18:13:00
1582761600,02/27/2020 00:00,18:13:00,0.3,4.47,812.105,80.7,31.7,4.099,06:13:00,18:13:00
1582765200,02/27/2020 01:00,18:13:00,0.2,3.83,812.226,81.91,37.7,4.669,06:13:00,18:13:00
1582768800,02/27/2020 02:00,18:13:00,0,3.4,812.127,82.77,44.8,4.719,06:13:00,18:13:00
1582772400,02/27/2020 03:00,18:13:00,0,3.01,812.026,83.62,49.9,4.254,06:13:00,18:13:00
1582776000,02/27/2020 04:00,18:13:00,0,2.66,811.892,82.72,50.1,4.693,06:13:00,18:13:00
1582779600,02/27/2020 05:00,18:13:00,0.2,2.56,811.626,81.49,43.1,4.584,06:13:00,18:13:00
1582783200,02/27/2020 06:00,18:13:00,0.1,2.49,811.77,81.9,53.5,3.724,06:13:00,18:13:00
1582786800,02/27/2020 07:00,18:13:00,0,2.32,812.068,82.01,48.5,3.501,06:13:00,18:13:00
1582790400,02/27/2020 08:00,18:13:00,25,2.45,812.854,80.61,52.9,3.522,06:13:00,18:13:00
1582794000,02/27/2020 09:00,18:13:00,133,3.2,813.394,77.96,56.5,3.243,06:13:00,18:13:00
1582797600,02/27/2020 10:00,18:13:00,480.6,5.18,813.774,69.91,80.4,2.309,06:13:00,18:13:00
1582801200,02/27/2020 11:00,18:13:00,749.2,8.23,813.491,58.5,147.4,1.964,06:13:00,18:13:00
1582804800,02/27/2020 12:00,18:13:00,892.6,11.95,812.719,47.91,171.7,1.75,06:13:00,18:13:00
1582808400,02/27/2020 13:00,18:13:00,967.8,15.75,811.591,41.52,234.7,1.68,06:13:00,18:13:00
1582812000,02/27/2020 14:00,18:13:00,964.2,18.81,810.404,36.85,171.4,2.556,06:13:00,18:13:00
1582815600,02/27/2020 15:00,18:13:00,814.8,21.54,809.501,31.98,238.8,3.028,06:13:00,18:13:00
1582819200,02/27/2020 16:00,18:13:00,650.6,22.64,808.868,30.75,244.4,4.357,06:13:00,18:13:00
1582822800,02/27/2020 17:00,18:13:00,533.1,23.19,808.663,25.84,235.3,4.114,06:13:00,18:13:00
1582826400,02/27/2020 18:00,18:13:00,277.8,22.71,808.757,23.89,287.6,4.321,06:13:00,18:13:00
1582830000,02/27/2020 19:00,18:13:00,55.2,21.69,809.062,24.1,265.5,3.5,06:13:00,18:13:00
1582833600,02/27/2020 20:00,18:13:00,1.6,19.71,809.26,28.56,307.9,2.035,06:13:00,18:13:00
1582837200,02/27/2020 21:00,18:13:00,1.3,17.94,810.081,32.89,18.3,2.322,06:13:00,18:13:00
1582840800,02/27/2020 22:00,18:13:00,1.4,15.84,810.886,37.19,46.7,2.163,06:13:00,18:13:00
1582844400,02/27/2020 23:00,18:13:00,1.3,13.92,811.614,43.19,7.9,1.694,06:13:00,18:13:00
1582848000,02/28/2020 00:00,18:13:00,1.2,11.84,812.198,50.68,38.3,3.509,06:13:00,18:13:00
1582851600,02/28/2020 01:00,18:13:00,1.1,10.88,812.382,54.14,1.4,2.579,06:13:00,18:13:00
1582855200,02/28/2020 02:00,18:13:00,1.4,10.14,812.274,57.33,19.5,2.866,06:13:00,18:13:00
1582858800,02/28/2020 03:00,18:13:00,1.6,9.64,812.204,59.07,45,3.087,06:13:00,18:13:00
1582862400,02/28/2020 04:00,18:13:00,1,8.34,812.045,63.9,352.6,2.513,06:13:00,18:13:00
1582866000,02/28/2020 05:00,18:13:00,1.3,8.04,811.827,64.29,355.4,3.033,06:13:00,18:13:00
1582869600,02/28/2020 06:00,18:13:00,1.3,7.26,811.843,67.61,350.4,3.448,06:13:00,18:13:00
1582873200,02/28/2020 07:00,18:13:00,0.8,7.12,812.144,68.84,347.2,3.755,06:13:00,18:13:00
1582876800,02/28/2020 08:00,18:13:00,60,7.06,812.625,68.43,340.4,3.762,06:13:00,18:13:00
1582880400,02/28/2020 09:00,18:13:00,284.2,10.31,813.246,57.15,344,2.679,06:13:00,18:13:00
1582884000,02/28/2020 10:00,18:13:00,534.6,14.89,813.668,45.91,19.2,2.313,06:13:00,18:13:00
1582887600,02/28/2020 11:00,18:13:00,745.5,18.12,813.968,37.99,95.2,2.921,06:13:00,18:13:00
1582891200,02/28/2020 12:00,18:13:00,891.9,20.6,813.35,31.65,138.4,2.368,06:13:00,18:13:00
1582894800,02/28/2020 13:00,18:13:00,963,22.31,812.46,27.96,68.2,2.227,06:13:00,18:13:00
1582898400,02/28/2020 14:00,18:13:00,959.2,23.55,811.573,25.78,225.9,1.931,06:13:00,18:13:00
1582902000,02/28/2020 15:00,18:13:00,884.2,24.52,810.759,23.13,255.5,2.346,06:13:00,18:13:00
1582905600,02/28/2020 16:00,18:13:00,708.8,25.11,810.023,22.6,323.7,2.617,06:13:00,18:13:00
1582909200,02/28/2020 17:00,18:13:00,488.2,24.5,809.867,23.06,84.4,4.216,06:13:00,18:13:00
1582912800,02/28/2020 18:00,18:13:00,243.6,22.7,810.255,25.43,68.2,5.487,06:13:00,18:13:00
1582916400,02/28/2020 19:00,18:13:00,48,19.74,810.867,31.84,70,5.787,06:13:00,18:13:00
1582920000,02/28/2020 20:00,18:13:00,0.7,17.2,811.496,37.02,62.3,4.978,06:13:00,18:13:00
1582923600,02/28/2020 21:00,18:13:00,1.4,15.58,812.486,40.67,89.2,2.738,06:13:00,18:13:00
1582927200,02/28/2020 22:00,18:13:00,1.5,14.49,813.548,42.42,26.1,3.012,06:13:00,18:13:00
1582930800,02/28/2020 23:00,18:13:00,1.1,12.97,814.273,46.47,18.4,2.631,06:13:00,18:13:00
1582934400,02/29/2020 00:00,18:13:00,1.5,11.93,814.432,50.53,27.2,3.734,06:13:00,18:13:00
1582938000,02/29/2020 01:00,18:13:00,0.8,10.59,814.253,56.57,15.7,3.432,06:13:00,18:13:00
1582941600,02/29/2020 02:00,18:13:00,1.2,9.28,813.87,62.84,340.1,2.998,06:13:00,18:13:00
1582945200,02/29/2020 03:00,18:13:00,1.7,9.38,813.498,63.45,2.6,2.048,06:13:00,18:13:00
1582948800,02/29/2020 04:00,18:13:00,1.8,9.42,813.011,63.33,21.7,2.55,06:13:00,18:13:00
1582952400,02/29/2020 05:00,18:13:00,0.5,7.56,812.666,71.17,345.6,2.971,06:13:00,18:13:00
1582956000,02/29/2020 06:00,18:13:00,1.2,7.15,812.672,75.15,343.6,2.984,06:13:00,18:13:00
1582959600,02/29/2020 07:00,18:13:00,1.2,7.07,813.001,75.41,358.1,3.416,06:13:00,18:13:00
1582963200,02/29/2020 08:00,18:13:00,63.4,7.24,813.205,72.47,341.7,2.794,06:13:00,18:13:00
1582966800,02/29/2020 09:00,18:13:00,292.5,9.46,813.387,65.4,346.1,2.079,06:13:00,18:13:00
1582970400,02/29/2020 10:00,18:13:00,543.8,13.59,813.526,48.7,270.6,1.729,06:13:00,18:13:00
1582974000,02/29/2020 11:00,18:13:00,753,17.9,813.347,32.69,160.8,1.814,06:13:00,18:13:00
1582977600,02/29/2020 12:00,18:13:00,895.2,20.28,812.989,30.42,209.2,1.818,06:13:00,18:13:00
1582981200,02/29/2020 13:00,18:13:00,967.4,22.84,812.142,28.47,208.8,2.419,06:13:00,18:13:00
1582984800,02/29/2020 14:00,18:13:00,964.4,24.32,810.956,27.13,176.6,3.107,06:13:00,18:13:00
1582988400,02/29/2020 15:00,18:13:00,889.4,26.01,809.9,25.1,196.1,3.006,06:13:00,18:13:00
1582992000,02/29/2020 16:00,18:13:00,734,26.97,808.978,22.62,211.7,3.086,06:13:00,18:13:00
1582995600,02/29/2020 17:00,18:13:00,525.5,27.49,808.351,19.98,219.4,3.058,06:13:00,18:13:00
1582999200,02/29/2020 18:00,18:13:00,273.6,26.64,808.222,22.41,202.2,4.097,06:13:00,18:13:00
1583002800,02/29/2020 19:00,18:13:00,53.9,25.23,808.562,23.15,216.7,3.913,06:13:00,18:13:00
1583006400,02/29/2020 20:00,18:13:00,1.8,23.31,808.87,27.62,207.3,1.689,06:13:00,18:13:00
1583010000,02/29/2020 21:00,18:13:00,2.5,22,809.38,30.95,141.7,1.233,06:13:00,18:13:00
1583013600,02/29/2020 22:00,18:13:00,2.4,21.39,809.929,32.12,137.7,1.26,06:13:00,18:13:00
1583017200,02/29/2020 23:00,18:13:00,2,20.31,810.325,34.03,121.9,1.308,06:13:00,18:13:00
1583020800,03/01/2020 00:00,18:13:00,1.7,18.79,810.728,38.01,151.6,1.412,06:13:00,18:13:00
1583024400,03/01/2020 01:00,18:13:00,2,18.53,810.731,39.23,135.9,1.298,06:13:00,18:13:00
1583028000,03/01/2020 02:00,18:13:00,2.1,18.13,810.274,43.87,162.5,1.256,06:13:00,18:13:00
1583031600,03/01/2020 03:00,18:13:00,1.6,17.29,809.921,48.35,149.9,1.667,06:13:00,18:13:00
1583035200,03/01/2020 04:00,18:13:00,1.6,15.89,809.935,52.15,128,2.099,06:13:00,18:13:00
1583038800,03/01/2020 05:00,18:13:00,1.9,15.71,809.967,56.84,167.7,1.793,06:13:00,18:13:00
1583042400,03/01/2020 06:00,18:13:00,1.8,15.11,810.215,62.62,175.7,1.519,06:13:00,18:13:00
1583046000,03/01/2020 07:00,18:13:00,1.2,14.25,810.554,66.37,134,1.763,06:13:00,18:13:00
1583049600,03/01/2020 08:00,18:13:00,63.7,14.42,811.219,66.07,131.7,1.805,06:13:00,18:13:00
1583053200,03/01/2020 09:00,18:13:00,290.2,16.55,811.63,58.53,182.4,1.866,06:13:00,18:13:00
1583056800,03/01/2020 10:00,18:13:00,542,19.07,811.873,51.4,198.7,3.325,06:13:00,18:13:00
1583060400,03/01/2020 11:00,18:13:00,753,21.21,811.76,45.45,204.5,3.828,06:13:00,18:13:00
1583064000,03/01/2020 12:00,18:13:00,897,22.71,811.33,44.29,212.1,5.126,06:13:00,18:13:00
1583067600,03/01/2020 13:00,18:13:00,971.8,24.37,810.454,40.27,204.3,4.633,06:13:00,18:13:00
1583071200,03/01/2020 14:00,18:13:00,967,25.99,809.278,33.57,216.5,4.677,06:13:00,18:13:00
1583074800,03/01/2020 15:00,18:13:00,891.6,27.25,808.261,25.22,255,5.09,06:13:00,18:13:00
1583078400,03/01/2020 16:00,18:13:00,753.7,27.64,807.456,22.32,252.2,5.535,06:13:00,18:13:00
1583082000,03/01/2020 17:00,18:13:00,533.8,27.98,806.935,19.69,237.5,5.595,06:13:00,18:13:00
1583085600,03/01/2020 18:00,18:13:00,277.5,27.72,806.885,20.52,250.5,4.57,06:13:00,18:13:00
1583089200,03/01/2020 19:00,18:13:00,52.7,26.38,806.946,25,249.1,4.122,06:13:00,18:13:00
1583092800,03/01/2020 20:00,18:13:00,1.7,24.84,807.579,27.51,246.5,3.178,06:13:00,18:13:00
1583096400,03/01/2020 21:00,18:13:00,1.8,23.33,808.391,29.46,234.5,2.187,06:13:00,18:13:00
1583100000,03/01/2020 22:00,18:13:00,1.9,21.83,809.023,34.23,256.7,1.947,06:13:00,18:13:00
1583103600,03/01/2020 23:00,18:13:00,1.9,20.79,809.288,38.21,164.7,1.704,06:13:00,18:13:00
1583107200,03/02/2020 00:00,18:13:00,2.1,19.97,809.468,38.92,175.8,1.574,06:13:00,18:13:00
1583110800,03/02/2020 01:00,18:13:00,1.8,18.68,809.474,41.17,166.5,1.564,06:13:00,18:13:00
1583114400,03/02/2020 02:00,18:13:00,1.9,17.64,809.146,44.32,134.5,1.944,06:13:00,18:13:00
1583118000,03/02/2020 03:00,18:13:00,1.8,16.79,808.716,46.73,140.7,1.766,06:13:00,18:13:00
1583121600,03/02/2020 04:00,18:13:00,1.7,15.74,808.489,50.69,138.6,2.111,06:13:00,18:13:00
1583125200,03/02/2020 05:00,18:13:00,1.9,15.15,808.244,51.82,136.5,1.813,06:13:00,18:13:00
1583128800,03/02/2020 06:00,18:13:00,2,14.54,808.379,54.37,149,2.149,06:13:00,18:13:00
1583132400,03/02/2020 07:00,18:13:00,1.5,13.95,808.919,58.61,161.8,2.284,06:13:00,18:13:00
1583136000,03/02/2020 08:00,18:13:00,67.2,14.16,809.535,59.61,164.1,1.556,06:13:00,18:13:00
1583139600,03/02/2020 09:00,18:13:00,288.5,16.14,810.061,52.77,161.9,1.526,06:13:00,18:13:00
1583143200,03/02/2020 10:00,18:13:00,541.8,18.93,810.4,47.11,180.1,2.291,06:13:00,18:13:00
1583146800,03/02/2020 11:00,18:13:00,748.6,21,810.282,44.88,168.5,3.221,06:13:00,18:13:00
1583150400,03/02/2020 12:00,18:13:00,887,23.7,809.675,38.66,200.9,3.753,06:13:00,18:13:00
1583154000,03/02/2020 13:00,18:13:00,958.9,25.2,808.798,30.67,220.1,4.585,06:13:00,18:13:00
1583157600,03/02/2020 14:00,18:13:00,964.5,26.07,807.669,29.41,218.2,5.077,06:13:00,18:13:00
1583161200,03/02/2020 15:00,18:13:00,892,26.97,806.397,27.5,232.7,4.834,06:13:00,18:13:00
1583164800,03/02/2020 16:00,18:13:00,729.1,27.62,805.318,26.36,237.1,5.918,06:13:00,18:13:00
1583168400,03/02/2020 17:00,18:13:00,508.5,27.74,804.884,24.98,231.5,5.966,06:13:00,18:13:00
1583172000,03/02/2020 18:00,18:13:00,237.2,26.71,805.079,26.1,236.5,6.483,06:13:00,18:13:00
1583175600,03/02/2020 19:00,18:13:00,39.2,25.48,805.554,30.54,245,4.362,06:13:00,18:13:00
1583179200,03/02/2020 20:00,18:13:00,1.5,24.58,806.12,32.29,234,3.602,06:13:00,18:13:00
1583182800,03/02/2020 21:00,18:13:00,1.6,23.82,806.808,33.02,236.2,4.214,06:13:00,18:13:00
1583186400,03/02/2020 22:00,18:13:00,1.2,22.82,807.412,35.15,232,4.163,06:13:00,18:13:00
1583190000,03/02/2020 23:00,18:13:00,1.9,21.73,807.731,31.6,241.1,3.234,06:13:00,18:13:00
1583193600,03/03/2020 00:00,18:13:00,1.9,20.56,807.77,32.59,207.4,1.337,06:13:00,18:13:00
1583197200,03/03/2020 01:00,18:13:00,1.9,19.32,807.365,35.79,175.5,0.86,06:13:00,18:13:00
1583200800,03/03/2020 02:00,18:13:00,2.2,18.35,806.798,38.42,118.5,0.922,06:13:00,18:13:00
1583204400,03/03/2020 03:00,18:13:00,2,17.43,806.355,41.51,159.8,0.775,06:13:00,18:13:00
1583208000,03/03/2020 04:00,18:13:00,2.1,16.7,806.14,44.56,172.1,1.568,06:13:00,18:13:00
1583211600,03/03/2020 05:00,18:13:00,2.1,16.08,806.016,44.88,134.5,1.357,06:13:00,18:13:00
1583215200,03/03/2020 06:00,18:13:00,2.2,15.82,806.202,45.88,112.9,1.722,06:13:00,18:13:00
1583218800,03/03/2020 07:00,18:13:00,1.1,14.24,806.853,51.19,52.8,0.792,06:13:00,18:13:00
1583222400,03/03/2020 08:00,18:13:00,69.6,14.73,807.432,50.23,120.8,1.768,06:13:00,18:13:00
1583226000,03/03/2020 09:00,18:13:00,303.3,16.46,807.941,47.12,147.1,2.564,06:13:00,18:13:00
1583229600,03/03/2020 10:00,18:13:00,558.5,18.9,808.253,43.15,173.7,2.939,06:13:00,18:13:00
1583233200,03/03/2020 11:00,18:13:00,778.9,21.68,808.085,35.82,198,3.885,06:13:00,18:13:00
1583236800,03/03/2020 12:00,18:13:00,930.8,23.83,807.422,23.64,217.8,6.862,06:13:00,18:13:00
1583240400,03/03/2020 13:00,18:13:00,984.7,25.42,806.617,20.04,217.8,6.007,06:13:00,18:13:00
1583244000,03/03/2020 14:00,18:13:00,986.9,26.84,805.555,14.99,221.7,7.115,06:13:00,18:13:00
1583247600,03/03/2020 15:00,18:13:00,892.1,27.39,804.76,12.98,213.7,7.856,06:13:00,18:13:00
1583251200,03/03/2020 16:00,18:13:00,728.6,27.37,804.161,14.94,223.7,7.225,06:13:00,18:13:00
1583254800,03/03/2020 17:00,18:13:00,501.3,27.16,803.831,16.8,207.1,6.552,06:13:00,18:13:00
1583258400,03/03/2020 18:00,18:13:00,241.5,26.45,803.886,17.25,209.6,6.176,06:13:00,18:13:00
1583262000,03/03/2020 19:00,18:13:00,48.8,24.99,804.3,19.34,196.3,5.092,06:13:00,18:13:00
1583265600,03/03/2020 20:00,18:13:00,1.4,23.36,804.959,21.2,200.3,3.709,06:13:00,18:13:00
1583269200,03/03/2020 21:00,18:13:00,1.9,21.55,805.767,23.78,205.6,2.689,06:13:00,18:13:00
1583272800,03/03/2020 22:00,18:13:00,2.2,20.47,806.547,24.86,225.8,2.61,06:13:00,18:13:00
1583276400,03/03/2020 23:00,18:13:00,2.2,19.59,807.033,27.58,235.3,3.238,06:13:00,18:13:00
1583280000,03/04/2020 00:00,18:13:00,2.3,18.67,807.151,29.81,261.5,2.844,06:13:00,18:13:00
1583283600,03/04/2020 01:00,18:13:00,2,17.69,806.979,35.94,227,2.194,06:13:00,18:13:00
1583287200,03/04/2020 02:00,18:13:00,1.9,16.94,806.707,43.03,223.8,2.194,06:13:00,18:13:00
1583290800,03/04/2020 03:00,18:13:00,1.8,15.16,806.291,48.49,177.6,1.323,06:13:00,18:13:00
1583294400,03/04/2020 04:00,18:13:00,2.1,14.9,806.154,55.52,213.5,2.366,06:13:00,18:13:00
1583298000,03/04/2020 05:00,18:13:00,1.7,14.59,806.166,61.39,219.7,2.573,06:13:00,18:13:00
1583301600,03/04/2020 06:00,18:13:00,1.6,13.31,806.501,65.1,195.9,1.621,06:13:00,18:13:00
1583305200,03/04/2020 07:00,18:13:00,1.3,12.96,807.144,65.6,216.7,2.592,06:13:00,18:13:00
1583308800,03/04/2020 08:00,18:13:00,62.3,12.66,807.821,66.57,225.9,2.021,06:13:00,18:13:00
1583312400,03/04/2020 09:00,18:13:00,287.5,14.46,808.395,58.28,234.7,2.697,06:13:00,18:13:00
1583316000,03/04/2020 10:00,18:13:00,561,16.8,808.696,46.38,215.7,3.103,06:13:00,18:13:00
1583319600,03/04/2020 11:00,18:13:00,739.3,19.17,808.596,37.32,219.6,2.92,06:13:00,18:13:00
1583323200,03/04/2020 12:00,18:13:00,898.4,21.28,808.168,28.55,224.8,5.114,06:13:00,18:13:00
1583326800,03/04/2020 13:00,18:13:00,961.8,23.19,807.546,24.16,224.1,5.525,06:13:00,18:13:00
1583330400,03/04/2020 14:00,18:13:00,977.1,24.76,806.64,18.57,235.5,5.833,06:13:00,18:13:00
1583334000,03/04/2020 15:00,18:13:00,893.1,26.06,805.849,17.47,228.3,5.733,06:13:00,18:13:00
1583337600,03/04/2020 16:00,18:13:00,736.9,26.68,805.328,16.68,249.9,6.022,06:13:00,18:13:00
1583341200,03/04/2020 17:00,18:13:00,519.3,26.84,805.196,15.53,254.2,6.242,06:13:00,18:13:00
1583344800,03/04/2020 18:00,18:13:00,206.2,26.03,805.345,15.66,260.7,5.283,06:13:00,18:13:00
1583348400,03/04/2020 19:00,18:13:00,52.7,25.12,805.691,16.47,264.9,3.584,06:13:00,18:13:00
1583352000,03/04/2020 20:00,18:13:00,1.8,23.62,806.363,15.41,269.3,2.516,06:13:00,18:13:00
1583355600,03/04/2020 21:00,18:13:00,2,22.52,807.121,15.96,243.4,1.119,06:13:00,18:13:00
1583359200,03/04/2020 22:00,18:13:00,2.1,21.48,807.881,18.33,171.5,1.491,06:13:00,18:13:00
1583362800,03/04/2020 23:00,18:13:00,1.9,19.59,808.34,22.54,173.2,1.234,06:13:00,18:13:00
1583366400,03/05/2020 00:00,18:13:00,2.2,18.67,808.667,25.15,117.4,1.117,06:13:00,18:13:00
1583370000,03/05/2020 01:00,18:13:00,1.9,17.53,808.671,28.85,115.9,1.361,06:13:00,18:13:00
1583373600,03/05/2020 02:00,18:13:00,2.2,17.07,808.392,31.78,281.2,1.575,06:13:00,18:13:00
1583377200,03/05/2020 03:00,18:13:00,1.8,16.03,808.439,35.8,93.8,2.164,06:13:00,18:13:00
1583380800,03/05/2020 04:00,18:13:00,1.6,15.01,808.368,38.75,66.2,1.379,06:13:00,18:13:00
1583384400,03/05/2020 05:00,18:13:00,1.9,14.46,808.435,40.42,86.2,1.378,06:13:00,18:13:00
1583388000,03/05/2020 06:00,18:13:00,1.7,13.81,808.869,42.14,38.2,2.501,06:13:00,18:13:00
1583391600,03/05/2020 07:00,18:13:00,0.8,13.55,809.575,72.23,70.2,1.707,06:13:00,18:13:00
1583395200,03/05/2020 08:00,18:13:00,60.7,13.33,810.438,72.92,317.6,1.662,06:13:00,18:13:00
1583398800,03/05/2020 09:00,18:13:00,299.3,15.64,811.169,71.67,83.2,2.054,06:13:00,18:13:00
1583402400,03/05/2020 10:00,18:13:00,457.4,17.17,811.605,63.74,78.2,3.83,06:13:00,18:13:00
1583406000,03/05/2020 11:00,18:13:00,554.2,18.86,811.337,56.08,85.5,3.561,06:13:00,18:13:00
1583409600,03/05/2020 12:00,18:13:00,712.5,20.52,810.994,48.46,86.3,3.408,06:13:00,18:13:00
1583413200,03/05/2020 13:00,18:13:00,638,21.34,810.296,45.85,82.5,3.436,06:13:00,18:13:00
1583416800,03/05/2020 14:00,18:13:00,571.4,22.04,809.439,42.72,67.6,3.343,06:13:00,18:13:00
1583420400,03/05/2020 15:00,18:13:00,716.8,23.12,808.698,38,60.6,2.153,06:13:00,18:13:00
1583424000,03/05/2020 16:00,18:13:00,639.7,24.12,808.222,34.32,136.7,2.214,06:13:00,18:13:00
1583427600,03/05/2020 17:00,18:13:00,473.9,25.06,807.842,30.32,163.4,3.019,06:13:00,18:13:00
1583431200,03/05/2020 18:00,18:13:00,182.1,23.59,808.091,33.77,86.1,4.262,06:13:00,18:13:00
1583434800,03/05/2020 19:00,18:13:00,31.3,19.96,808.806,42.89,58.2,5.743,06:13:00,18:13:00
1583438400,03/05/2020 20:00,18:13:00,0.2,16.28,809.9,54.42,56.1,6.085,06:13:00,18:13:00
1583442000,03/05/2020 21:00,18:13:00,0.7,14.06,811.3,62.52,31.9,3.638,06:13:00,18:13:00
1583445600,03/05/2020 22:00,18:13:00,0.9,12.3,812.702,69.92,61.9,4.35,06:13:00,18:13:00
1583449200,03/05/2020 23:00,18:13:00,1.1,11.33,813.611,74.02,44.4,2.828,06:13:00,18:13:00
1583452800,03/06/2020 00:00,18:13:00,1.2,10.23,814.087,79.32,61.7,3.281,06:13:00,18:13:00
1583456400,03/06/2020 01:00,18:13:00,1,10.21,814.114,79.35,44.6,3.96,06:13:00,18:13:00
1583460000,03/06/2020 02:00,18:13:00,0.4,9.78,813.937,80.32,61.1,2.997,06:13:00,18:13:00
1583463600,03/06/2020 03:00,18:13:00,0.4,9.76,813.724,78.53,49.5,3.101,06:13:00,18:13:00
1583467200,03/06/2020 04:00,18:13:00,0.3,9.82,813.505,76.61,69.5,3.746,06:13:00,18:13:00
1583470800,03/06/2020 05:00,18:13:00,0.3,9.84,813.548,74.49,75.7,4.057,06:13:00,18:13:00
1583474400,03/06/2020 06:00,18:13:00,0.2,9.76,813.689,74.83,71.8,3.855,06:13:00,18:13:00
1583478000,03/06/2020 07:00,18:13:00,0.1,9.51,814.211,77.47,74.7,3.642,06:13:00,18:13:00
1583481600,03/06/2020 08:00,18:13:00,9.2,9.49,814.817,77.56,72.6,4.408,06:13:00,18:13:00
1583485200,03/06/2020 09:00,18:13:00,54.1,9.85,815.487,75.33,70.4,3.895,06:13:00,18:13:00
1583488800,03/06/2020 10:00,18:13:00,114.1,10.12,816,73.31,79,4.345,06:13:00,18:13:00
1583492400,03/06/2020 11:00,18:13:00,261,10.71,816.1,68.97,74.4,5.013,06:13:00,18:13:00
1583496000,03/06/2020 12:00,18:13:00,422.7,11.94,815.861,63.23,68.6,4.98,06:13:00,18:13:00
1583499600,03/06/2020 13:00,18:13:00,613.7,12.98,815.259,58.99,77.2,5.696,06:13:00,18:13:00
1583503200,03/06/2020 14:00,18:13:00,789.1,13.95,814.103,55.61,68.5,5.315,06:13:00,18:13:00
1583506800,03/06/2020 15:00,18:13:00,747.9,15.15,813.286,52.05,78.2,5.608,06:13:00,18:13:00
1583510400,03/06/2020 16:00,18:13:00,734.6,16.39,812.291,48.21,90.8,5.99,06:13:00,18:13:00
1583514000,03/06/2020 17:00,18:13:00,425,15.99,811.934,48.56,89.8,5.742,06:13:00,18:13:00
1583517600,03/06/2020 18:00,18:13:00,204.2,14.85,812.184,51.26,89.2,5.535,06:13:00,18:13:00
1583521200,03/06/2020 19:00,18:13:00,35.3,12.98,812.865,56.71,69.6,5.275,06:13:00,18:13:00
1583524800,03/06/2020 20:00,18:13:00,0.6,10.91,813.626,64.19,73.3,6.959,06:13:00,18:13:00
1583528400,03/06/2020 21:00,18:13:00,0.9,9.92,814.392,69.18,67,5.825,06:13:00,18:13:00
1583532000,03/06/2020 22:00,18:13:00,1.1,9.27,815.316,72.07,68,4.915,06:13:00,18:13:00
1583535600,03/06/2020 23:00,18:13:00,0.9,8.79,815.556,74.41,70.3,6.317,06:13:00,18:13:00
1583539200,03/07/2020 00:00,18:13:00,1.3,8.4,815.693,76.42,67.6,4.169,06:13:00,18:13:00
1583542800,03/07/2020 01:00,18:13:00,1.3,8.09,815.493,77.44,85.9,2.184,06:13:00,18:13:00
1583546400,03/07/2020 02:00,18:13:00,1.5,8.09,815.014,75.4,71.1,2.221,06:13:00,18:13:00
1583550000,03/07/2020 03:00,18:13:00,1.5,7.9,814.037,68.23,69.3,2.56,06:13:00,18:13:00
1583553600,03/07/2020 04:00,18:13:00,1.2,7.82,812.947,67.09,59.8,3.016,06:13:00,18:13:00
